fokontany,commune,district,region,province
Tanambao Tsiakary,Andrainjato,Ambalavao,Matsiatra Ambony,Fianarantsoa
Seranana,Andrainjato,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ampampana,Andrainjato Centre,Lalangina,Matsiatra Ambony,Fianarantsoa
Ambanana,Andrainjato Centre,Lalangina,Matsiatra Ambony,Fianarantsoa
Sahamena,Andrainjato Centre,Lalangina,Matsiatra Ambony,Fianarantsoa
Ankadifotsy Antanifotsy,3e Arrondissement,3e Arrondissement,Analamanga,Antananarivo
Ankadifotsy Befelatanana,3e Arrondissement,3e Arrondissement,Analamanga,Antananarivo
Ambodivona Ankadifotsy,3e Arrondissement,3e Arrondissement,Analamanga,Antananarivo
Soahitra II,Andrahanjo,Sambava,Sava,Antsiranana
Andrahanjo,Andrahanjo,Sambava,Sava,Antsiranana
Mevatanana,Andrahanjo,Sambava,Sava,Antsiranana
Antongodriha I,Andrahanjo,Sambava,Sava,Antsiranana
Andrainjato,Andrainjato,Ambalavao,Matsiatra Ambony,Fianarantsoa
Fiarenana,Andrainjato,Ambalavao,Matsiatra Ambony,Fianarantsoa
Mahatsinjony,Andrainjato,Ambalavao,Matsiatra Ambony,Fianarantsoa
Mitongoa,Andrainjato Est,Lalangina,Matsiatra Ambony,Fianarantsoa
Savahaonina,Andrainjato Est,Lalangina,Matsiatra Ambony,Fianarantsoa
Tambohonienjanina,Andrainjato Est,Lalangina,Matsiatra Ambony,Fianarantsoa
Fatakanina,Andrainjato Est,Lalangina,Matsiatra Ambony,Fianarantsoa
Taniditra,Andrainjato Est,Lalangina,Matsiatra Ambony,Fianarantsoa
Ankorona,Andramasina,Andramasina,Analamanga,Antananarivo
Ambodivato,Andramasina,Andramasina,Analamanga,Antananarivo
Ambohijafy,Andramasina,Andramasina,Analamanga,Antananarivo
Ambohitrandraina,Andramasina,Andramasina,Analamanga,Antananarivo
Andramasina,Andramasina,Andramasina,Analamanga,Antananarivo
Antanetibe Firaisana,Andramasina,Andramasina,Analamanga,Antananarivo
Ambalavao Firaisana,Andramasina,Andramasina,Analamanga,Antananarivo
Bemalaza,Andramasina,Andramasina,Analamanga,Antananarivo
Mampatsa,Andramy,Morafenobe,Melaky,Mahajanga
Bemandavo,Andramy,Morafenobe,Melaky,Mahajanga
Masiaposa,Andrakata,Andapa,Sava,Antsiranana
Andrakata,Andrakata,Andapa,Sava,Antsiranana
Androka,Andrakata,Andapa,Sava,Antsiranana
Ambalavelona,Andrakata,Andapa,Sava,Antsiranana
Ambohimarina,Andramasina,Andramasina,Analamanga,Antananarivo
Antsingilitoka,Andramy,Morafenobe,Melaky,Mahajanga
Tsianaloka,Andramy,Morafenobe,Melaky,Mahajanga
Soatana,Andramy,Morafenobe,Melaky,Mahajanga
Ampany Bara,Andramy,Morafenobe,Melaky,Mahajanga
Andramy,Andramy,Morafenobe,Melaky,Mahajanga
Antranokoaky,Andramy,Morafenobe,Melaky,Mahajanga
Ambodivoangy Nord,Andranambolava,Mananjary,Vatovavy,Fianarantsoa
Ampitabe Iambovinany,Andranobolaha,Toamasina II,Atsinanana,Toamasina
Ampihamy,Andranobory,Taolagnaro,Anosy,Toliara
Anagnorasa,Andranobory,Taolagnaro,Anosy,Toliara
67ha Avaratra Andrefana,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
67ha Avaratra Atsinanana,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Andavamamba Anjezika II,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Ampandrana Ankadivato,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Ankasina,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Andranomanalina I,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Tsarahonenana,Marondry,Ankazobe,Analamanga,Antananarivo
Mariarano,Marondry,Ankazobe,Analamanga,Antananarivo
Morafeno,Marondry,Ankazobe,Analamanga,Antananarivo
Miarinarivo Sud,Marondry,Ankazobe,Analamanga,Antananarivo
Antohomadinika Antsalovana Faa,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Andohatapenaka II,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Amparibe Ambohidahy Mahamasina,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Antetezanafovoany II,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Andranomanalina Afovoany,1er Arrondissement,1er Arrondissement,Analamanga,Antananarivo
Maropaika,Maropaika,Ivohibe,Ihorombe,Fianarantsoa
Marolaka,Maropaika,Ivohibe,Ihorombe,Fianarantsoa
Tantalavalo,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Ankatsankatsa Sud,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Tanamanitsy,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Tanambao Berano,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Andonaka I,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Sahafary,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Ifasina,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Mahafitodika,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Sahabe,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Bebozaka,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Amboangisoa,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Mahasalama,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsararivotra,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antsahalava,Ankiabe-Salohy,Mandritsara,Sofia,Mahajanga
Belobaka,Ankiabe-Salohy,Mandritsara,Sofia,Mahajanga
Ankiabe Salohy,Ankiabe-Salohy,Mandritsara,Sofia,Mahajanga
Bemahetsaka,Ankiabe-Salohy,Mandritsara,Sofia,Mahajanga
Ambiabe,Ankiakabe-Fonoko,Mandritsara,Sofia,Mahajanga
Andriavato Masindray,Marondry,Ankazobe,Analamanga,Antananarivo
Voninahitrinitany,Marondry,Ankazobe,Analamanga,Antananarivo
Anivorano Est,Maropaika,Ivohibe,Ihorombe,Fianarantsoa
Maroangaty,Maropaika,Ivohibe,Ihorombe,Fianarantsoa
Iabofotaka,Maropaika,Ivohibe,Ihorombe,Fianarantsoa
Andohomby,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambohimalaza,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Manarimaevaloka,Port Berge,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Port Berge Taloha,Port Berge II,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Besatramirina,Port Berge II,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambalatenina,Sahambala,Toamasina II,Atsinanana,Toamasina
Ambalakondro,Sahambala,Toamasina II,Atsinanana,Toamasina
Andratambazaha,Sahambala,Toamasina II,Atsinanana,Toamasina
Antenina,Sahambala,Toamasina II,Atsinanana,Toamasina
Ambodiara,Sahambala,Toamasina II,Atsinanana,Toamasina
Antilikambo,Sahambala,Toamasina II,Atsinanana,Toamasina
Manamby,Sahambala,Toamasina II,Atsinanana,Toamasina
Ambodirafia,Sahambala,Toamasina II,Atsinanana,Toamasina
Sahambala,Sahambala,Toamasina II,Atsinanana,Toamasina
Manamandrozana,Sahambala,Toamasina II,Atsinanana,Toamasina
Soarano Ambany,Sambaina,Manjakandriana,Analamanga,Antananarivo
Amboanemba,Sambaina,Manjakandriana,Analamanga,Antananarivo
Antsahafohy,Sambaina,Manjakandriana,Analamanga,Antananarivo
Marovohitra,Sambaina,Manjakandriana,Analamanga,Antananarivo
Ankazobe,Sambaina,Manjakandriana,Analamanga,Antananarivo
Fenoanivo,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Manantsa,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Tanambao II,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Mibay,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Besatra,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Anahidrano II,Port Berge II,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ampombibe I,Port Berge II,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ivato,Sahamatevina,Vatomandry,Atsinanana,Toamasina
Sahavongo,Sahambala,Toamasina II,Atsinanana,Toamasina
Andratanaomby,Sahambala,Toamasina II,Atsinanana,Toamasina
Bemahabo,Sahambano,Ihosy,Ihorombe,Fianarantsoa
Andranomasy,Sahambano,Ihosy,Ihorombe,Fianarantsoa
Ambatosia,Sahambano,Ihosy,Ihorombe,Fianarantsoa
Andakana,Sahambano,Ihosy,Ihorombe,Fianarantsoa
Ankadihambana,Sambaina,Manjakandriana,Analamanga,Antananarivo
Nosy Ambositra,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Soatanimbary,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Bejangoa,Nosy Ambositra,Morombe,Atsimo-Andrefana,Toliara
Tsararivotra,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Ambinany Sakaleona,Nosy Varika,Nosy-Varika,Vatovavy,Fianarantsoa
Nanganehana,Sambaina,Manjakandriana,Analamanga,Antananarivo
Antombotokana,Sambaina,Manjakandriana,Analamanga,Antananarivo
Sambaina Ambany,Sambaina,Manjakandriana,Analamanga,Antananarivo
Sambaina Ambony,Sambaina,Manjakandriana,Analamanga,Antananarivo
Ambatomafana,Sambaina,Manjakandriana,Analamanga,Antananarivo
Analamanitsy,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Mahabo Sud,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Andoharano,Andranomavo,Soalala,Boeny,Mahajanga
Amboloando,Andranomavo,Soalala,Boeny,Mahajanga
Nivakiambakoly,Andranovao,Maintirano,Melaky,Mahajanga
Sandravinany II,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Sandravinany I,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Tsihary,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Ambalona,Sandrohy,Mananjary,Vatovavy,Fianarantsoa
Ambatobe,Andranobory,Taolagnaro,Anosy,Toliara
Ambolokohy,Sampona,Amboasary-Atsimo,Anosy,Toliara
Mandrapasy Centre,Sampona,Amboasary-Atsimo,Anosy,Toliara
Elanja Centre,Sampona,Amboasary-Atsimo,Anosy,Toliara
Mandrapasy Amborignabo,Sampona,Amboasary-Atsimo,Anosy,Toliara
Ambohimanarivo,Sandrandahy,Fandriana,Amoron'i Mania,Fianarantsoa
Fiadanana,Sandrandahy,Fandriana,Amoron'i Mania,Fianarantsoa
Ankafotra,Sandrandahy,Fandriana,Amoron'i Mania,Fianarantsoa
Befasy,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Fenoarivo,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Mahavoriky,Sandravinany,Vangaindrano,Atsimo-Atsinanana,Fianarantsoa
Ankitara,Andranovao,Maintirano,Melaky,Mahajanga
Andranovao,Andranovao,Maintirano,Melaky,Mahajanga
Manapape,Andranovao,Maintirano,Melaky,Mahajanga
Ambalamanga,Andranovao,Maintirano,Melaky,Mahajanga
Morarano Ouest,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Ambalambakisiny,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Andranofasika,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Bemailaka,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Ambongamaranitra,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Belalanda,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Ambohimoko,Andranofotsy,Maroantsetra,Ambatosoa,Toamasina
Ankazomandroko,Andranofotsy,Maroantsetra,Ambatosoa,Toamasina
Antsangambato,Andranofotsy,Maroantsetra,Ambatosoa,Toamasina
Ivato,Andranofotsy,Maroantsetra,Ambatosoa,Toamasina
Ankazotrano,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Ankiliberengy,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Andranohinaly,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Masiakampy,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Antsakoamileka,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Befoly Tsimiola,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Ampasindava Marosivaky,Andranobory,Taolagnaro,Anosy,Toliara
Andranobory Centre,Andranobory,Taolagnaro,Anosy,Toliara
Andranobory I,Andranobory,Taolagnaro,Anosy,Toliara
Andemby,Andranobory,Taolagnaro,Anosy,Toliara
Ankazomalany,Andranobory,Taolagnaro,Anosy,Toliara
Antsahafabe,Andranofanjava,Antsiranana II,Diana,Antsiranana
Ankiabe,Andranofanjava,Antsiranana II,Diana,Antsiranana
Manondro,Andranofanjava,Antsiranana II,Diana,Antsiranana
Bemanevikabe,Andranofanjava,Antsiranana II,Diana,Antsiranana
Mahatazantsoa,Andranofasika,Ambato Boeni,Boeny,Mahajanga
Ampatramary,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Ambararata,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Andranolalina,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Ranotsara,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Vanaoky,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Andoharano,Andranobory,Taolagnaro,Anosy,Toliara
Belay,Andranobory,Taolagnaro,Anosy,Toliara
Morafeno Sud,Andranobory,Taolagnaro,Anosy,Toliara
Andranofanjava,Andranofanjava,Antsiranana II,Diana,Antsiranana
Ironona,Andranofanjava,Antsiranana II,Diana,Antsiranana
Agnalatelo,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ampandrabe II,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Lambonakandro I,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Berobontsy,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Andranovory Tanambao,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ankilibory II,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ambia Betsileo,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Iaborano,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Andranolava Betsileo,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ankabokara,Andranolava,Sakaraha,Atsimo-Andrefana,Toliara
Ampamata,Andranohinaly,Toliary-II,Atsimo-Andrefana,Toliara
Mahasoa Analatelo,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Antanandava,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Ampatranila,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Haramanga,Andranolalina,Midongy-Atsimo,Atsimo-Atsinanana,Fianarantsoa
Mahazoarivo,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Tamotamo,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Andranomafana,Andranomafana,Betafo,Vakinankaratra,Antananarivo
Andranomamy,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Antsohikely,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Morarano,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Andranomanelatra,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Miarinarivo Bemololo,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Tsaravavaka,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Fiadanana,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Tsarazazamandimby,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Anosimboahangy,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Ambario,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Andoharano,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Fenoambony,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Maizimazava,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Antsakoamilaika,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Ambohitromby,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Miarinarivo,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Ankaraobato,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Bevaro Bas,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Kiliarivo,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Andranomangatsiaka,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Befotaka,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Mitsinjo,Andranomangatsiaka,Betioky Atsimo,Atsimo-Andrefana,Toliara
Andranomavo,Andranomavo,Soalala,Boeny,Mahajanga
Ambanjabe,Andranomavo,Soalala,Boeny,Mahajanga
Ambalamanga,Andranomavo,Soalala,Boeny,Mahajanga
Komihevitsy,Andranomavo,Soalala,Boeny,Mahajanga
Andrafiabe,Andranomavo,Soalala,Boeny,Mahajanga
Ambonara,Andranomavo,Soalala,Boeny,Mahajanga
Ambodifano,Andranomavo,Soalala,Boeny,Mahajanga
Behena,Andranomavo,Soalala,Boeny,Mahajanga
Amboromihanto,Andranomavo,Soalala,Boeny,Mahajanga
Befatika,Andranomavo,Soalala,Boeny,Mahajanga
Andranovaky,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Tsinjorano I,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Ambohimanatrika,Andranomamy,Ambato Boeni,Boeny,Mahajanga
Fandrindrano Manaovasoa,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Ambolotsararano,Andranomanelatra,Antsirabe II,Vakinankaratra,Antananarivo
Ambalatany,Andranomavo,Mananjary,Vatovavy,Fianarantsoa
Antapadrano,Andranomavo,Mananjary,Vatovavy,Fianarantsoa
Maroandambana,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Anjialava,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Marovitsika Bas,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Andranomeva,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambohimandrirana,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Andranotsiritra,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsaratanana II,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Maroaboaly,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsarabanja,Andranomavo,Soalala,Boeny,Mahajanga
Vilanandro,Andranomavo,Soalala,Boeny,Mahajanga
Namoroka,Andranomavo,Soalala,Boeny,Mahajanga
Andranomavo,Andranomavo,Mananjary,Vatovavy,Fianarantsoa
Ambohinihaonana,Andranomavo,Mananjary,Vatovavy,Fianarantsoa
Soromaray,Andranomavo,Soalala,Boeny,Mahajanga
Andrafiamajera,Andranomavo,Soalala,Boeny,Mahajanga
Tsaboahitsy,Andranomavo,Soalala,Boeny,Mahajanga
Antsirabe,Andranomavo,Soalala,Boeny,Mahajanga
Ankazomborona,Andranomavo,Soalala,Boeny,Mahajanga
Manatenasoa I,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Ikongo Ouest,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Vohibato Seranana,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Antarambiby,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Marokona I,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Anahidrano I,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambohitraivo,Andranomiady,Faratsiho,Vakinankaratra,Antananarivo
Ambohitratsimo,Andranomiady,Faratsiho,Vakinankaratra,Antananarivo
Andranomiady,Andranomiady,Faratsiho,Vakinankaratra,Antananarivo
Tanitsihomehy,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Ambatolahy Soaserana,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Bedo Maintirano,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Mariany,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Andranomafana,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Morarano,Andranomafana,Ankazoabo,Atsimo-Andrefana,Toliara
Ankoba,Andranopasy,Manja,Menabe,Toliara
Andranopasy I,Andranopasy,Manja,Menabe,Toliara
Ambatobe,Andranopasy,Manja,Menabe,Toliara
Nosibe,Andranopasy,Manja,Menabe,Toliara
Befamonty,Andranopasy,Manja,Menabe,Toliara
Manatenasoa II,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Ranomena,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Marokona IIi,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Mamarina Tsileondahy,Andranomiditra,Vohibato,Matsiatra Ambony,Fianarantsoa
Tsianihy,Andranopasy,Manja,Menabe,Toliara
Antaly,Andranopasy,Manja,Menabe,Toliara
Andranopasy II,Andranopasy,Manja,Menabe,Toliara
Antanetibe Ouest,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Andranodobo,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Avaratsena,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Ampondrabe,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Marovitsika Haut,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Angirony,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambalamaivanaty,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambiahely,Andranomeva,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodivona,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Sahanamalona,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Bemasoandro,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Andranovelona,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Andidy,Andranovelona,Ambatolampy,Vakinankaratra,Antananarivo
Ambohimiadana,Anjoma,Ambalavao,Matsiatra Ambony,Fianarantsoa
Tambohobe,Anjoma,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ampiadanana,Anjoma Betoho,Manjakandriana,Analamanga,Antananarivo
Antatamo,Anjoma Betoho,Manjakandriana,Analamanga,Antananarivo
Manakambahiny,Anjoma Betoho,Manjakandriana,Analamanga,Antananarivo
Antseranambe,Anivorano Est,Brickaville,Atsinanana,Toamasina
Ambalatenina Sud,Anivorano Est,Brickaville,Atsinanana,Toamasina
Antsatrana,Anjiabe,Mandritsara,Sofia,Mahajanga
Ambarika,Anjiabe,Mandritsara,Sofia,Mahajanga
Ambongabe,Anjiabe,Mandritsara,Sofia,Mahajanga
Andrefan'ambohijanahary IIIG-I,4e Arrondissement,4e Arrondissement,Analamanga,Antananarivo
Mahamany,Andriandampy,Betroka,Anosy,Toliara
Bekopay,Andriandampy,Betroka,Anosy,Toliara
Beangaty,Andriandampy,Betroka,Anosy,Toliara
Tanambao Sahaniveno,Anivorano Est,Brickaville,Atsinanana,Toamasina
Ankaritsinanana,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Sahavanana,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Ambalavohimay,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Andrainjato,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Vinanitsareana,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Andranovorivato,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Ambatosoa I,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Fenoarivo,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Sahanavelo,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Vohihambana Somaina,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Somaina II,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Mahasoa,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Ambatosoa II,Andranovorivato,Vohibato,Matsiatra Ambony,Fianarantsoa
Ankilimaro,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Anjaposa,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Andaromihomaky,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Satramafana,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Sakavilany,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Andalanabo,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Ankilimalangy,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Ankatsadava,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Ankoratsaka,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Ambarimanitra,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Fotivolo,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Anjaraday,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Andranovory Centre,Andranovory,Toliary-II,Atsimo-Andrefana,Toliara
Ampandramalaza,Andrea,Maintirano,Melaky,Mahajanga
Tetezavato,Andrea,Maintirano,Melaky,Mahajanga
Mandroatsy Bara,Andrea,Maintirano,Melaky,Mahajanga
Antaboaboaky,Andrea,Maintirano,Melaky,Mahajanga
Anjomakely,Anjoma Betoho,Manjakandriana,Analamanga,Antananarivo
Masinandriana,Ankadikely Ilafy,Antananarivo Avaradrano,Analamanga,Antananarivo
Mandrosoa Ilafy,Ankadikely Ilafy,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohibe,Ankadikely Ilafy,Antananarivo Avaradrano,Analamanga,Antananarivo
Andohazompona,Andranovondronina,Antsiranana II,Diana,Antsiranana
Andrea,Andrea,Maintirano,Melaky,Mahajanga
Ampandra,Andrea,Maintirano,Melaky,Mahajanga
Antanambao Bas,Andreba,Antsohihy,Sofia,Mahajanga
Ankorefo,Andreba,Antsohihy,Sofia,Mahajanga
Ampondralava,Andreba,Antsohihy,Sofia,Mahajanga
Andreba,Andreba,Antsohihy,Sofia,Mahajanga
Betainomby,Andreba,Antsohihy,Sofia,Mahajanga
Ambalihabe,Andreba,Antsohihy,Sofia,Mahajanga
Tsilokivary,Andreba,Antsohihy,Sofia,Mahajanga
Ankozany,Andreba,Antsohihy,Sofia,Mahajanga
Tsimialonjafy,4e Arrondissement,4e Arrondissement,Analamanga,Antananarivo
Ambanin'ampamarinana,4e Arrondissement,4e Arrondissement,Analamanga,Antananarivo
